t	Alfa	omega	energia
0.066300	3.267983	4.084914	20880.392062
0.066400	3.268392	4.085046	20881.213525
0.066500	3.268800	4.085178	20882.034620
0.066600	3.269209	4.085311	20882.855349
0.066700	3.269617	4.085443	20883.675710
0.066800	3.270026	4.085576	20884.495704
0.066900	3.270434	4.085708	20885.315331
0.067000	3.270843	4.085840	20886.134590
0.067100	3.271252	4.085973	20886.953483
0.067200	3.271660	4.086105	20887.772008
0.067300	3.272069	4.086238	20888.590165
0.067400	3.272478	4.086370	20889.407955
0.067500	3.272886	4.086503	20890.225378
0.067600	3.273295	4.086635	20891.042434
0.067700	3.273703	4.086768	20891.859122
0.067800	3.274112	4.086900	20892.675443
0.067900	3.274521	4.087033	20893.491396
0.068000	3.274930	4.087166	20894.306982
0.068100	3.275338	4.087298	20895.122200
0.068200	3.275747	4.087431	20895.937051
0.068300	3.276156	4.087563	20896.751535
0.068400	3.276565	4.087696	20897.565650
0.068500	3.276973	4.087829	20898.379398
0.068600	3.277382	4.087961	20899.192779
0.068700	3.277791	4.088094	20900.005792
0.068800	3.278200	4.088226	20900.818438
0.068900	3.278609	4.088359	20901.630715
0.069000	3.279017	4.088492	20902.442625
0.069100	3.279426	4.088625	20903.254168
0.069200	3.279835	4.088757	20904.065343
0.069300	3.280244	4.088890	20904.876150
0.069400	3.280653	4.089023	20905.686589
0.069500	3.281062	4.089155	20906.496660
0.069600	3.281471	4.089288	20907.306364
0.069700	3.281880	4.089421	20908.115700
0.069800	3.282289	4.089554	20908.924668
0.069900	3.282698	4.089687	20909.733268
0.070000	3.283107	4.089819	20910.541501
0.070100	3.283516	4.089952	20911.349365
0.070200	3.283925	4.090085	20912.156862
0.070300	3.284334	4.090218	20912.963990
0.070400	3.284743	4.090351	20913.770751
0.070500	3.285152	4.090484	20914.577144
0.070600	3.285561	4.090617	20915.383169
0.070700	3.285970	4.090750	20916.188826
0.070800	3.286379	4.090882	20916.994115
0.070900	3.286788	4.091015	20917.799036
0.071000	3.287197	4.091148	20918.603588
0.071100	3.287606	4.091281	20919.407773
0.071200	3.288015	4.091414	20920.211590
0.071300	3.288424	4.091547	20921.015038
0.071400	3.288834	4.091680	20921.818119
0.071500	3.289243	4.091813	20922.620831
0.071600	3.289652	4.091946	20923.423175
0.071700	3.290061	4.092079	20924.225151
0.071800	3.290470	4.092212	20925.026759
0.071900	3.290880	4.092345	20925.827999
0.072000	3.291289	4.092478	20926.628870
0.072100	3.291698	4.092612	20927.429373
0.072200	3.292107	4.092745	20928.229508
0.072300	3.292517	4.092878	20929.029275
0.072400	3.292926	4.093011	20929.828673
0.072500	3.293335	4.093144	20930.627703
0.072600	3.293745	4.093277	20931.426365
0.072700	3.294154	4.093410	20932.224658
0.072800	3.294563	4.093544	20933.022583
0.072900	3.294973	4.093677	20933.820140
0.073000	3.295382	4.093810	20934.617328
0.073100	3.295791	4.093943	20935.414148
0.073200	3.296201	4.094076	20936.210599
0.073300	3.296610	4.094210	20937.006682
0.073400	3.297020	4.094343	20937.802397
0.073500	3.297429	4.094476	20938.597743
0.073600	3.297839	4.094609	20939.392720
0.073700	3.298248	4.094743	20940.187329
0.073800	3.298657	4.094876	20940.981570
0.073900	3.299067	4.095009	20941.775442
0.074000	3.299476	4.095143	20942.568945
0.074100	3.299886	4.095276	20943.362080
0.074200	3.300296	4.095409	20944.154846
0.074300	3.300705	4.095543	20944.947244
0.074400	3.301115	4.095676	20945.739273
0.074500	3.301524	4.095809	20946.530933
0.074600	3.301934	4.095943	20947.322225
0.074700	3.302343	4.096076	20948.113148
0.074800	3.302753	4.096210	20948.903702
0.074900	3.303163	4.096343	20949.693888
0.075000	3.303572	4.096476	20950.483705
0.075100	3.303982	4.096610	20951.273153
0.075200	3.304392	4.096743	20952.062232
0.075300	3.304801	4.096877	20952.850943
0.075400	3.305211	4.097010	20953.639285
0.075500	3.305621	4.097144	20954.427258
0.075600	3.306030	4.097277	20955.214862
0.075700	3.306440	4.097411	20956.002098
0.075800	3.306850	4.097545	20956.788965
0.075900	3.307260	4.097678	20957.575462
0.076000	3.307669	4.097812	20958.361591
0.076100	3.308079	4.097945	20959.147352
0.076200	3.308489	4.098079	20959.932743
0.076300	3.308899	4.098212	20960.717765
0.076400	3.309309	4.098346	20961.502418
0.076500	3.309718	4.098480	20962.286703
0.076600	3.310128	4.098613	20963.070618
0.076700	3.310538	4.098747	20963.854165
0.076800	3.310948	4.098881	20964.637342
0.076900	3.311358	4.099014	20965.420151
0.077000	3.311768	4.099148	20966.202590
0.077100	3.312178	4.099282	20966.984661
0.077200	3.312588	4.099416	20967.766362
0.077300	3.312998	4.099549	20968.547695
0.077400	3.313408	4.099683	20969.328658
0.077500	3.313818	4.099817	20970.109253
0.077600	3.314228	4.099951	20970.889478
0.077700	3.314638	4.100084	20971.669334
0.077800	3.315048	4.100218	20972.448821
0.077900	3.315458	4.100352	20973.227939
0.078000	3.315868	4.100486	20974.006687
0.078100	3.316278	4.100620	20974.785067
0.078200	3.316688	4.100754	20975.563077
0.078300	3.317098	4.100887	20976.340719
0.078400	3.317508	4.101021	20977.117991
0.078500	3.317918	4.101155	20977.894893
0.078600	3.318328	4.101289	20978.671427
0.078700	3.318738	4.101423	20979.447591
0.078800	3.319149	4.101557	20980.223387
0.078900	3.319559	4.101691	20980.998812
0.079000	3.319969	4.101825	20981.773869
0.079100	3.320379	4.101959	20982.548556
0.079200	3.320789	4.102093	20983.322874
0.079300	3.321199	4.102227	20984.096823
0.079400	3.321610	4.102361	20984.870402
0.079500	3.322020	4.102495	20985.643613
0.079600	3.322430	4.102629	20986.416453
0.079700	3.322840	4.102763	20987.188925
0.079800	3.323251	4.102897	20987.961027
0.079900	3.323661	4.103031	20988.732759
0.080000	3.324071	4.103165	20989.504123
0.080100	3.324482	4.103299	20990.275116
0.080200	3.324892	4.103433	20991.045741
0.080300	3.325302	4.103567	20991.815996
0.080400	3.325713	4.103701	20992.585881
0.080500	3.326123	4.103836	20993.355397
0.080600	3.326534	4.103970	20994.124544
0.080700	3.326944	4.104104	20994.893321
0.080800	3.327354	4.104238	20995.661729
0.080900	3.327765	4.104372	20996.429767
0.081000	3.328175	4.104507	20997.197436
0.081100	3.328586	4.104641	20997.964735
0.081200	3.328996	4.104775	20998.731665
0.081300	3.329407	4.104909	20999.498225
0.081400	3.329817	4.105043	21000.264415
0.081500	3.330228	4.105178	21001.030236
0.081600	3.330638	4.105312	21001.795688
0.081700	3.331049	4.105446	21002.560770
0.081800	3.331459	4.105581	21003.325482
0.081900	3.331870	4.105715	21004.089825
0.082000	3.332280	4.105849	21004.853798
0.082100	3.332691	4.105984	21005.617401
0.082200	3.333102	4.106118	21006.380635
0.082300	3.333512	4.106252	21007.143499
0.082400	3.333923	4.106387	21007.905994
0.082500	3.334333	4.106521	21008.668119
0.082600	3.334744	4.106655	21009.429874
0.082700	3.335155	4.106790	21010.191260
0.082800	3.335565	4.106924	21010.952276
0.082900	3.335976	4.107059	21011.712922
0.083000	3.336387	4.107193	21012.473198
0.083100	3.336798	4.107328	21013.233105
0.083200	3.337208	4.107462	21013.992642
0.083300	3.337619	4.107597	21014.751809
0.083400	3.338030	4.107731	21015.510607
0.083500	3.338441	4.107866	21016.269035
0.083600	3.338851	4.108000	21017.027093
0.083700	3.339262	4.108135	21017.784781
0.083800	3.339673	4.108269	21018.542099
0.083900	3.340084	4.108404	21019.299048
0.084000	3.340495	4.108538	21020.055627
0.084100	3.340906	4.108673	21020.811836
0.084200	3.341317	4.108808	21021.567675
0.084300	3.341727	4.108942	21022.323145
0.084400	3.342138	4.109077	21023.078244
0.084500	3.342549	4.109212	21023.832974
0.084600	3.342960	4.109346	21024.587334
0.084700	3.343371	4.109481	21025.341324
0.084800	3.343782	4.109616	21026.094944
0.084900	3.344193	4.109750	21026.848195
0.085000	3.344604	4.109885	21027.601075
0.085100	3.345015	4.110020	21028.353586
0.085200	3.345426	4.110154	21029.105726
0.085300	3.345837	4.110289	21029.857497
0.085400	3.346248	4.110424	21030.608898
0.085500	3.346659	4.110559	21031.359929
0.085600	3.347070	4.110693	21032.110590
0.085700	3.347481	4.110828	21032.860881
0.085800	3.347892	4.110963	21033.610802
0.085900	3.348303	4.111098	21034.360353
0.086000	3.348715	4.111233	21035.109534
0.086100	3.349126	4.111368	21035.858346
0.086200	3.349537	4.111502	21036.606787
0.086300	3.349948	4.111637	21037.354858
0.086400	3.350359	4.111772	21038.102560
0.086500	3.350770	4.111907	21038.849891
0.086600	3.351182	4.112042	21039.596852
0.086700	3.351593	4.112177	21040.343444
0.086800	3.352004	4.112312	21041.089665
0.086900	3.352415	4.112447	21041.835516
0.087000	3.352826	4.112582	21042.580997
0.087100	3.353238	4.112717	21043.326109
0.087200	3.353649	4.112852	21044.070850
0.087300	3.354060	4.112987	21044.815221
0.087400	3.354472	4.113122	21045.559222
0.087500	3.354883	4.113257	21046.302853
0.087600	3.355294	4.113392	21047.046114
0.087700	3.355706	4.113527	21047.789005
0.087800	3.356117	4.113662	21048.531526
0.087900	3.356528	4.113797	21049.273677
0.088000	3.356940	4.113932	21050.015457
0.088100	3.357351	4.114067	21050.756868
0.088200	3.357763	4.114202	21051.497909
0.088300	3.358174	4.114337	21052.238579
0.088400	3.358585	4.114472	21052.978879
0.088500	3.358997	4.114607	21053.718809
0.088600	3.359408	4.114743	21054.458369
0.088700	3.359820	4.114878	21055.197559
0.088800	3.360231	4.115013	21055.936379
0.088900	3.360643	4.115148	21056.674829
0.089000	3.361054	4.115283	21057.412908
0.089100	3.361466	4.115419	21058.150618
0.089200	3.361877	4.115554	21058.887957
0.089300	3.362289	4.115689	21059.624926
0.089400	3.362701	4.115824	21060.361525
0.089500	3.363112	4.115960	21061.097754
0.089600	3.363524	4.116095	21061.833612
0.089700	3.363935	4.116230	21062.569101
0.089800	3.364347	4.116365	21063.304219
0.089900	3.364759	4.116501	21064.038967
0.090000	3.365170	4.116636	21064.773345
0.090100	3.365582	4.116771	21065.507353
0.090200	3.365994	4.116907	21066.240990
0.090300	3.366405	4.117042	21066.974258
0.090400	3.366817	4.117177	21067.707155
0.090500	3.367229	4.117313	21068.439682
0.090600	3.367640	4.117448	21069.171838
0.090700	3.368052	4.117584	21069.903625
0.090800	3.368464	4.117719	21070.635041
0.090900	3.368876	4.117855	21071.366087
0.091000	3.369288	4.117990	21072.096763
0.091100	3.369699	4.118125	21072.827069
0.091200	3.370111	4.118261	21073.557004
0.091300	3.370523	4.118396	21074.286569
0.091400	3.370935	4.118532	21075.015764
0.091500	3.371347	4.118667	21075.744589
0.091600	3.371759	4.118803	21076.473043
0.091700	3.372171	4.118939	21077.201127
0.091800	3.372582	4.119074	21077.928841
0.091900	3.372994	4.119210	21078.656185
0.092000	3.373406	4.119345	21079.383158
0.092100	3.373818	4.119481	21080.109762
0.092200	3.374230	4.119616	21080.835995
0.092300	3.374642	4.119752	21081.561857
0.092400	3.375054	4.119888	21082.287350
0.092500	3.375466	4.120023	21083.012472
0.092600	3.375878	4.120159	21083.737224
0.092700	3.376290	4.120295	21084.461605
0.092800	3.376702	4.120430	21085.185617
0.092900	3.377114	4.120566	21085.909258
0.093000	3.377526	4.120702	21086.632528
0.093100	3.377938	4.120837	21087.355429
0.093200	3.378350	4.120973	21088.077959
0.093300	3.378763	4.121109	21088.800119
0.093400	3.379175	4.121245	21089.521909
0.093500	3.379587	4.121380	21090.243328
0.093600	3.379999	4.121516	21090.964377
0.093700	3.380411	4.121652	21091.685056
0.093800	3.380823	4.121788	21092.405365
0.093900	3.381235	4.121923	21093.125303
0.094000	3.381648	4.122059	21093.844871
0.094100	3.382060	4.122195	21094.564068
0.094200	3.382472	4.122331	21095.282896
0.094300	3.382884	4.122467	21096.001353
0.094400	3.383297	4.122603	21096.719440
0.094500	3.383709	4.122739	21097.437156
0.094600	3.384121	4.122875	21098.154502
0.094700	3.384533	4.123010	21098.871478
0.094800	3.384946	4.123146	21099.588084
0.094900	3.385358	4.123282	21100.304319
0.095000	3.385770	4.123418	21101.020184
0.095100	3.386183	4.123554	21101.735679
0.095200	3.386595	4.123690	21102.450803
0.095300	3.387007	4.123826	21103.165557
0.095400	3.387420	4.123962	21103.879941
0.095500	3.387832	4.124098	21104.593955
0.095600	3.388245	4.124234	21105.307598
0.095700	3.388657	4.124370	21106.020871
0.095800	3.389070	4.124506	21106.733773
0.095900	3.389482	4.124642	21107.446306
0.096000	3.389894	4.124778	21108.158468
0.096100	3.390307	4.124914	21108.870259
0.096200	3.390719	4.125051	21109.581681
0.096300	3.391132	4.125187	21110.292732
0.096400	3.391545	4.125323	21111.003413
0.096500	3.391957	4.125459	21111.713723
0.096600	3.392370	4.125595	21112.423663
0.096700	3.392782	4.125731	21113.133233
0.096800	3.393195	4.125867	21113.842433
0.096900	3.393607	4.126004	21114.551262
0.097000	3.394020	4.126140	21115.259721
0.097100	3.394433	4.126276	21115.967810
0.097200	3.394845	4.126412	21116.675529
0.097300	3.395258	4.126548	21117.382877
0.097400	3.395671	4.126685	21118.089855
0.097500	3.396083	4.126821	21118.796463
0.097600	3.396496	4.126957	21119.502700
0.097700	3.396909	4.127093	21120.208567
0.097800	3.397321	4.127230	21120.914064
0.097900	3.397734	4.127366	21121.619190
0.098000	3.398147	4.127502	21122.323947
0.098100	3.398560	4.127639	21123.028333
0.098200	3.398972	4.127775	21123.732348
0.098300	3.399385	4.127911	21124.435994
0.098400	3.399798	4.128048	21125.139269
0.098500	3.400211	4.128184	21125.842174
0.098600	3.400624	4.128320	21126.544708
0.098700	3.401036	4.128457	21127.246873
0.098800	3.401449	4.128593	21127.948667
0.098900	3.401862	4.128730	21128.650091
0.099000	3.402275	4.128866	21129.351144
0.099100	3.402688	4.129003	21130.051828
0.099200	3.403101	4.129139	21130.752141
0.099300	3.403514	4.129276	21131.452084
0.099400	3.403927	4.129412	21132.151657
0.099500	3.404340	4.129549	21132.850859
0.099600	3.404753	4.129685	21133.549691
0.099700	3.405165	4.129822	21134.248153
0.099800	3.405578	4.129958	21134.946245
0.099900	3.405991	4.130095	21135.643966
0.100000	3.406405	4.130231	21136.341318
0.100100	3.406818	4.130368	21137.038299
0.100200	3.407231	4.130504	21137.734910
0.100300	3.407644	4.130641	21138.431150
0.100400	3.408057	4.130778	21139.127021
0.100500	3.408470	4.130914	21139.822521
0.100600	3.408883	4.131051	21140.517651
0.100700	3.409296	4.131188	21141.212411
0.100800	3.409709	4.131324	21141.906801
0.100900	3.410122	4.131461	21142.600820
0.101000	3.410535	4.131598	21143.294469
0.101100	3.410949	4.131734	21143.987749
0.101200	3.411362	4.131871	21144.680657
0.101300	3.411775	4.132008	21145.373196
0.101400	3.412188	4.132144	21146.065365
0.101500	3.412601	4.132281	21146.757163
0.101600	3.413015	4.132418	21147.448592
0.101700	3.413428	4.132555	21148.139650
0.101800	3.413841	4.132691	21148.830338
0.101900	3.414254	4.132828	21149.520656
0.102000	3.414668	4.132965	21150.210604
0.102100	3.415081	4.133102	21150.900181
0.102200	3.415494	4.133239	21151.589389
0.102300	3.415908	4.133376	21152.278226
0.102400	3.416321	4.133512	21152.966693
0.102500	3.416734	4.133649	21153.654790
0.102600	3.417148	4.133786	21154.342518
0.102700	3.417561	4.133923	21155.029874
0.102800	3.417975	4.134060	21155.716861
0.102900	3.418388	4.134197	21156.403478
0.103000	3.418801	4.134334	21157.089725
0.103100	3.419215	4.134471	21157.775601
0.103200	3.419628	4.134608	21158.461108
0.103300	3.420042	4.134745	21159.146245
0.103400	3.420455	4.134882	21159.831011
0.103500	3.420869	4.135019	21160.515407
0.103600	3.421282	4.135156	21161.199434
0.103700	3.421696	4.135293	21161.883090
0.103800	3.422109	4.135430	21162.566376
0.103900	3.422523	4.135567	21163.249293
0.104000	3.422936	4.135704	21163.931839
0.104100	3.423350	4.135841	21164.614015
0.104200	3.423764	4.135978	21165.295821
0.104300	3.424177	4.136115	21165.977258
0.104400	3.424591	4.136252	21166.658324
0.104500	3.425004	4.136389	21167.339020
0.104600	3.425418	4.136526	21168.019346
0.104700	3.425832	4.136663	21168.699303
0.104800	3.426245	4.136801	21169.378889
0.104900	3.426659	4.136938	21170.058106
0.105000	3.427073	4.137075	21170.736952
0.105100	3.427486	4.137212	21171.415429
0.105200	3.427900	4.137349	21172.093535
0.105300	3.428314	4.137487	21172.771272
0.105400	3.428728	4.137624	21173.448639
0.105500	3.429141	4.137761	21174.125635
0.105600	3.429555	4.137898	21174.802262
0.105700	3.429969	4.138036	21175.478519
0.105800	3.430383	4.138173	21176.154407
0.105900	3.430797	4.138310	21176.829924
0.106000	3.431211	4.138447	21177.505071
0.106100	3.431624	4.138585	21178.179849
0.106200	3.432038	4.138722	21178.854257
0.106300	3.432452	4.138859	21179.528294
0.106400	3.432866	4.138997	21180.201963
0.106500	3.433280	4.139134	21180.875261
0.106600	3.433694	4.139271	21181.548189
0.106700	3.434108	4.139409	21182.220748
0.106800	3.434522	4.139546	21182.892936
0.106900	3.434936	4.139684	21183.564755
0.107000	3.435350	4.139821	21184.236205
0.107100	3.435764	4.139958	21184.907284
0.107200	3.436178	4.140096	21185.577994
0.107300	3.436592	4.140233	21186.248334
0.107400	3.437006	4.140371	21186.918304
0.107500	3.437420	4.140508	21187.587904
0.107600	3.437834	4.140646	21188.257135
0.107700	3.438248	4.140783	21188.925996
0.107800	3.438662	4.140921	21189.594487
0.107900	3.439076	4.141058	21190.262609
0.108000	3.439490	4.141196	21190.930361
0.108100	3.439904	4.141333	21191.597743
0.108200	3.440318	4.141471	21192.264755
0.108300	3.440733	4.141609	21192.931398
0.108400	3.441147	4.141746	21193.597672
0.108500	3.441561	4.141884	21194.263575
0.108600	3.441975	4.142021	21194.929109
0.108700	3.442389	4.142159	21195.594274
0.108800	3.442804	4.142297	21196.259068
0.108900	3.443218	4.142434	21196.923493
0.109000	3.443632	4.142572	21197.587549
0.109100	3.444046	4.142710	21198.251235
0.109200	3.444461	4.142847	21198.914551
0.109300	3.444875	4.142985	21199.577498
0.109400	3.445289	4.143123	21200.240076
0.109500	3.445704	4.143260	21200.902283
0.109600	3.446118	4.143398	21201.564122
0.109700	3.446532	4.143536	21202.225590
0.109800	3.446947	4.143674	21202.886690
0.109900	3.447361	4.143811	21203.547419
0.110000	3.447775	4.143949	21204.207780
0.110100	3.448190	4.144087	21204.867771
0.110200	3.448604	4.144225	21205.527392
0.110300	3.449019	4.144363	21206.186644
0.110400	3.449433	4.144500	21206.845526
0.110500	3.449847	4.144638	21207.504039
0.110600	3.450262	4.144776	21208.162183
0.110700	3.450676	4.144914	21208.819957
0.110800	3.451091	4.145052	21209.477362
0.110900	3.451505	4.145190	21210.134398
0.111000	3.451920	4.145328	21210.791064
0.111100	3.452334	4.145466	21211.447361
0.111200	3.452749	4.145604	21212.103288
0.111300	3.453164	4.145741	21212.758846
0.111400	3.453578	4.145879	21213.414035
0.111500	3.453993	4.146017	21214.068855
0.111600	3.454407	4.146155	21214.723305
0.111700	3.454822	4.146293	21215.377386
0.111800	3.455237	4.146431	21216.031098
0.111900	3.455651	4.146569	21216.684440
0.112000	3.456066	4.146707	21217.337413
0.112100	3.456481	4.146845	21217.990018
0.112200	3.456895	4.146983	21218.642252
0.112300	3.457310	4.147122	21219.294118
0.112400	3.457725	4.147260	21219.945614
0.112500	3.458139	4.147398	21220.596742
